time(s)	nformants	F1(Hz)	F2(Hz)	F3(Hz)	F4(Hz)	F5(Hz)
92.475156	5	297.345	1178.506	2358.371	3631.302	4822.639
92.480156	4	324.753	1152.352	2398.236	3676.554	--undefined--
92.485156	5	420.133	1303.873	2422.469	3256.690	4886.153
92.490156	5	366.797	1819.312	2305.186	3086.868	4845.550
92.495156	5	337.849	1872.418	2794.504	3192.144	4941.747
92.500156	4	344.696	1879.647	2933.947	3259.651	--undefined--
92.505156	4	362.522	1878.776	3009.846	3211.500	--undefined--
92.510156	4	378.239	1859.946	2695.571	3242.651	--undefined--
92.515156	5	382.500	1823.089	2225.382	3285.252	4789.553
92.520156	5	372.430	1746.950	2000.687	3280.878	4577.696
92.525156	5	348.791	1652.406	2010.338	3238.277	4566.565
92.530156	5	311.129	1653.825	2006.041	3160.257	4848.674
92.535156	4	318.193	1629.015	2240.089	2895.771	--undefined--
92.540156	5	330.482	1525.800	2238.650	2860.600	4858.507
92.545156	5	315.281	1507.118	2164.037	2901.393	4849.691
92.550156	5	306.142	1518.718	1881.885	3007.652	4804.283
92.555156	5	303.441	1333.180	2381.346	2985.420	4815.322
92.560156	5	304.176	1301.325	2523.735	2995.655	4841.896
92.565156	5	305.252	1267.284	2558.902	3034.600	4850.081
92.570156	5	306.251	1270.195	2513.965	3065.344	4851.246
92.575156	5	306.254	1284.446	2525.984	3046.904	4858.253
92.580156	5	305.819	1260.250	2525.581	3118.562	4836.035
92.585156	5	306.344	1239.101	2494.030	3139.260	4788.253
92.590156	5	306.225	1249.567	2490.033	3023.418	4795.589
92.595156	5	304.834	1263.818	2551.602	2914.349	4821.685
92.600156	5	305.546	1292.084	2593.710	2871.371	4804.331
92.605156	5	307.419	1353.339	2767.399	2844.464	4821.702
92.610156	5	308.376	1376.029	2767.496	2821.460	4902.589
92.615156	4	309.109	1490.437	2810.071	4173.296	--undefined--
92.620156	4	310.453	1682.277	2707.428	3828.507	--undefined--
92.625156	5	313.362	1683.588	2662.948	3632.079	4874.472
92.630156	5	313.829	1601.011	2663.814	3480.431	4774.006
92.635156	5	320.247	1558.150	2827.794	3239.796	4813.544
92.640156	4	354.921	1569.321	3037.862	3434.950	--undefined--
92.645156	4	428.446	1533.691	2938.738	3778.835	--undefined--
92.650156	4	516.507	1509.395	2796.019	3951.996	--undefined--
92.655156	4	584.607	1502.673	2754.543	3969.117	--undefined--
92.660156	4	620.701	1489.471	2729.295	4001.638	--undefined--
92.665156	4	631.592	1474.200	2706.535	4012.118	--undefined--
92.670156	4	627.405	1461.168	2671.109	3976.147	--undefined--
92.675156	4	624.834	1451.543	2625.716	3933.074	--undefined--
92.680156	5	628.001	1448.469	2575.266	3865.384	4736.591
92.685156	5	630.792	1448.193	2569.759	3876.660	4627.482
92.690156	5	630.632	1448.844	2583.359	3973.667	4537.690
92.695156	4	622.865	1446.753	2616.237	4083.438	--undefined--
92.700156	4	577.680	1428.336	2651.162	4042.131	--undefined--
92.705156	4	420.219	1396.250	2672.954	3982.023	--undefined--
92.710156	4	339.334	1359.811	2689.865	3913.437	--undefined--
92.715156	4	328.674	1385.907	2691.253	3863.416	--undefined--
92.720156	4	325.197	1382.722	2681.383	3686.926	--undefined--
92.725156	5	325.807	1401.752	2685.982	3730.486	4861.375
92.730156	5	326.820	1401.059	2701.175	3794.621	4909.046
92.735156	4	327.023	1401.937	2702.465	3925.435	--undefined--
92.740156	4	327.140	1389.808	2701.706	3903.393	--undefined--
92.745156	4	326.829	1352.400	2702.277	3855.906	--undefined--
92.750156	4	325.342	1307.574	2704.715	3868.899	--undefined--
92.755156	4	324.390	1294.426	2695.830	3909.848	--undefined--
92.760156	4	323.954	1298.686	2661.200	3886.034	--undefined--
92.765156	4	322.327	1327.383	2609.886	3898.901	--undefined--
92.770156	4	346.019	1648.483	2780.916	3935.931	--undefined--
92.775156	4	377.009	1693.781	2741.754	3880.350	--undefined--
92.780156	4	397.432	1695.025	2722.594	3845.724	--undefined--
92.785156	4	414.414	1712.493	2714.750	3816.156	--undefined--
92.790156	4	424.490	1725.450	2708.974	3793.474	--undefined--
92.795156	4	426.352	1737.076	2694.536	3783.214	--undefined--
92.800156	4	427.708	1753.964	2684.819	3779.408	--undefined--
92.805156	4	434.716	1766.616	2687.944	3769.906	--undefined--
92.810156	4	439.400	1775.361	2691.812	3790.294	--undefined--
92.815156	4	440.002	1772.359	2682.655	3854.741	--undefined--
92.820156	4	438.544	1768.962	2685.424	3929.465	--undefined--
92.825156	4	433.776	1769.629	2698.622	3989.890	--undefined--
92.830156	4	429.095	1768.989	2691.517	3968.773	--undefined--
92.835156	4	422.901	1752.745	2671.981	3967.863	--undefined--
92.840156	4	409.182	1713.401	2631.705	4029.033	--undefined--
92.845156	4	387.314	1667.303	2535.119	4000.941	--undefined--
92.850156	4	363.095	1587.905	2046.964	3742.169	--undefined--
92.855156	4	346.170	1472.938	2226.218	3760.027	--undefined--
92.860156	4	334.066	1443.277	2646.092	3805.938	--undefined--
92.865156	4	328.014	1469.536	2666.808	3833.305	--undefined--
92.870156	4	329.959	1619.692	2705.437	3855.177	--undefined--
92.875156	4	336.706	1663.154	2730.810	3812.054	--undefined--
92.880156	4	358.875	1670.120	2742.911	3828.787	--undefined--
92.885156	4	391.008	1696.454	2742.290	3785.395	--undefined--
92.890156	4	380.858	1691.084	2715.556	3759.932	--undefined--
92.895156	4	359.128	1677.204	2651.301	3786.927	--undefined--
92.900156	4	353.556	1738.692	2634.178	3836.824	--undefined--
92.905156	4	364.905	1719.027	2647.694	3834.850	--undefined--
92.910156	4	417.895	1554.652	2706.678	3820.745	--undefined--
92.915156	4	431.132	1479.889	2715.125	3624.995	--undefined--
92.920156	4	279.786	1364.159	2605.009	3509.054	--undefined--
92.925156	4	274.525	1128.763	2584.923	3362.085	--undefined--
92.930156	4	288.479	1087.507	2565.089	3516.787	--undefined--
92.935156	4	279.351	1027.748	2506.214	3440.338	--undefined--
92.940156	5	280.258	1014.302	2539.758	3413.529	4879.303
92.945156	5	282.592	1020.015	2550.813	3520.181	4852.404
92.950156	5	290.515	1148.414	2612.178	3587.976	4812.361
92.955156	4	364.790	1482.046	2800.537	4005.661	--undefined--
92.960156	4	486.187	1196.301	2735.387	3983.576	--undefined--
92.965156	4	430.872	927.522	2522.248	3963.679	--undefined--
92.970156	4	446.971	945.375	2650.143	3986.067	--undefined--
92.975156	4	471.706	963.484	2732.829	3977.025	--undefined--
92.980156	4	504.409	1001.445	2760.729	3987.329	--undefined--
92.985156	4	519.915	1082.874	2818.805	4013.424	--undefined--
92.990156	4	523.691	1129.123	2833.190	4046.791	--undefined--
92.995156	4	535.989	1171.351	2814.470	4095.683	--undefined--
93.000156	4	550.804	1225.519	2781.180	4141.788	--undefined--
93.005156	4	563.905	1285.343	2776.434	4141.416	--undefined--
93.010156	4	567.039	1340.008	2780.699	4155.928	--undefined--
93.015156	4	571.756	1398.182	2796.159	4194.001	--undefined--
93.020156	4	563.754	1455.492	2743.655	4141.689	--undefined--
93.025156	4	470.506	1546.117	2622.537	3792.401	--undefined--
93.030156	5	471.681	1736.776	2779.338	3167.659	4807.329
93.035156	5	484.712	1739.239	2321.659	2947.311	4737.493
93.040156	5	488.998	1695.983	2067.797	3018.146	4766.682
93.045156	5	494.126	1668.652	2310.887	3132.231	4822.307
93.050156	5	493.203	1652.906	2827.660	3844.114	4375.427
93.055156	4	482.451	1635.628	2874.233	4124.653	--undefined--
93.060156	4	474.517	1620.090	2876.084	3920.080	--undefined--
93.065156	4	454.343	1625.287	2855.867	3847.153	--undefined--
93.070156	5	358.316	1632.539	2632.699	2880.870	4679.990
93.075156	5	326.521	1565.925	2181.075	3098.739	4593.891
93.080156	5	327.645	1594.040	2136.304	3056.794	4583.658
93.085156	4	335.993	1674.304	2840.567	3727.764	--undefined--
93.090156	4	323.503	1594.559	2843.999	4248.232	--undefined--
93.095156	4	320.995	1449.845	2854.668	3968.015	--undefined--
93.100156	4	323.809	1470.490	2872.332	3872.369	--undefined--
93.105156	4	326.059	1527.994	2880.329	3838.923	--undefined--
93.110156	4	327.822	1550.068	2866.218	3826.907	--undefined--
93.115156	4	323.148	1663.154	2859.490	3784.055	--undefined--
93.120156	4	319.167	1788.238	2852.057	3783.461	--undefined--
93.125156	4	315.183	1716.285	2822.866	3799.709	--undefined--
93.130156	4	311.491	1637.695	2792.183	3816.730	--undefined--
93.135156	4	310.453	1647.913	2832.095	3826.674	--undefined--
93.140156	4	309.231	1627.229	2835.544	3851.625	--undefined--
93.145156	4	308.051	1614.858	2667.012	3830.701	--undefined--
93.150156	4	306.605	1459.008	2603.254	3795.664	--undefined--
93.155156	4	306.337	1434.495	2715.354	3802.267	--undefined--
93.160156	4	305.332	1425.196	2793.166	3884.949	--undefined--
93.165156	4	303.874	1428.214	2714.038	3957.221	--undefined--
93.170156	4	302.151	1429.992	2595.058	4051.897	--undefined--
93.175156	4	299.328	1397.673	2618.089	4103.756	--undefined--
93.180156	4	295.667	1325.072	2560.775	4104.307	--undefined--
93.185156	4	293.861	1299.505	2509.879	4065.997	--undefined--
93.190156	4	292.290	1342.451	2608.450	4000.206	--undefined--
93.195156	4	288.562	1296.873	2693.327	3943.776	--undefined--
93.200156	4	286.896	1256.863	2753.851	3976.204	--undefined--
93.205156	4	292.568	1232.816	2778.886	3946.082	--undefined--
93.210156	4	293.505	1239.440	2842.155	3790.083	--undefined--
93.215156	4	299.742	1452.847	2867.203	3866.348	--undefined--
93.220156	4	318.573	1595.596	2885.593	4114.529	--undefined--
93.225156	4	415.366	1563.206	2927.262	4285.710	--undefined--
93.230156	5	450.935	1013.297	2397.151	3589.966	4316.883
93.235156	5	475.261	993.729	2522.431	3642.922	4261.812
93.240156	5	501.986	1024.309	2601.767	3539.886	4227.985
93.245156	5	538.083	1051.123	2587.880	3418.668	4211.679
93.250156	5	575.940	1069.494	2592.989	3423.161	4176.291
93.255156	5	606.629	1081.447	2629.500	3610.594	4157.974
93.260156	5	631.159	1105.159	2632.293	3807.429	4107.010
93.265156	5	644.669	1143.684	2614.539	3939.508	4026.197
93.270156	5	653.391	1162.101	2590.665	3844.258	4025.250
93.275156	5	657.235	1174.159	2579.625	3827.195	4116.037
93.280156	5	660.532	1184.631	2576.230	3810.068	4145.416
93.285156	5	664.522	1193.814	2584.272	3857.656	4090.611
93.290156	5	662.842	1204.479	2593.723	3964.708	3970.504
93.295156	5	653.148	1205.139	2595.509	3940.781	4031.952
93.300156	5	636.624	1198.609	2607.714	3932.121	4168.921
93.305156	5	615.783	1201.150	2613.866	3891.813	4753.761
93.310156	5	576.501	1203.138	2578.548	3892.303	4600.045
93.315156	5	486.071	1194.314	2549.918	3900.670	4544.876
93.320156	5	437.712	1177.779	2580.347	3845.197	4389.396
93.325156	5	429.914	1174.916	2586.950	3808.583	4239.226
93.330156	5	428.076	1170.426	2574.737	3797.531	4616.499
93.335156	4	426.145	1162.978	2555.856	3782.309	--undefined--
93.340156	4	423.128	1174.952	2578.771	3778.178	--undefined--
93.345156	4	423.142	1191.313	2600.061	3780.125	--undefined--
93.350156	4	425.130	1191.965	2594.729	3775.059	--undefined--
93.355156	4	426.186	1181.122	2594.415	3777.084	--undefined--
93.360156	4	429.590	1171.072	2624.658	3797.381	--undefined--
93.365156	4	431.343	1170.463	2621.875	3807.374	--undefined--
93.370156	4	433.460	1163.398	2593.774	3817.297	--undefined--
93.375156	4	436.391	1154.771	2584.660	3806.469	--undefined--
93.380156	4	439.249	1150.610	2583.473	3779.046	--undefined--
93.385156	4	442.907	1157.437	2595.549	3771.701	--undefined--
93.390156	4	449.499	1171.743	2618.781	3769.291	--undefined--
93.395156	4	469.972	1192.529	2643.970	3751.832	--undefined--
93.400156	4	527.347	1198.154	2677.859	3772.983	--undefined--
93.405156	4	595.203	1200.515	2672.432	3813.937	--undefined--
93.410156	4	643.325	1208.997	2639.228	3787.309	--undefined--
93.415156	4	666.699	1217.383	2615.748	3729.626	--undefined--
93.420156	4	673.340	1218.811	2603.092	3705.108	--undefined--
93.425156	4	673.774	1218.615	2600.219	3677.165	--undefined--
93.430156	4	676.527	1216.821	2620.735	3671.893	--undefined--
93.435156	4	677.609	1210.883	2620.418	3658.244	--undefined--
93.440156	4	672.955	1194.209	2594.950	3644.092	--undefined--
93.445156	4	666.832	1179.590	2573.244	3674.870	--undefined--
93.450156	4	660.774	1175.025	2553.906	3747.433	--undefined--
93.455156	4	652.808	1162.471	2541.800	3768.120	--undefined--
93.460156	4	641.984	1150.130	2512.644	3703.210	--undefined--
93.465156	4	637.207	1135.656	2438.821	3660.913	--undefined--
93.470156	4	649.641	1137.935	2503.073	3731.047	--undefined--
93.475156	4	667.104	1125.177	2564.827	3859.985	--undefined--
93.480156	4	805.853	1249.859	2634.999	3881.368	--undefined--
93.485156	4	809.763	1274.392	2671.601	3860.674	--undefined--
93.490156	4	749.847	1119.579	2666.595	3897.547	--undefined--
93.495156	4	608.294	1155.527	2668.658	3949.112	--undefined--
93.500156	4	612.522	1284.837	2678.335	3966.296	--undefined--
93.505156	4	439.839	1265.242	2684.485	4022.856	--undefined--
93.510156	4	392.397	1245.432	2692.767	4016.858	--undefined--
93.515156	4	388.502	1270.267	2729.669	3943.538	--undefined--
93.520156	4	409.181	1262.256	2746.454	3872.674	--undefined--
93.525156	4	401.326	1262.913	2750.978	4067.892	--undefined--
93.530156	4	386.421	1204.505	2754.742	4081.112	--undefined--
93.535156	4	381.553	1193.083	2736.353	3925.775	--undefined--
93.540156	4	404.530	1210.138	2699.240	4059.554	--undefined--
93.545156	4	537.099	1338.614	2739.212	4311.534	--undefined--
93.550156	4	644.162	1478.110	2768.034	3881.244	--undefined--
93.555156	4	439.268	1251.969	2788.918	3853.189	--undefined--
93.560156	4	394.698	1060.835	2804.046	4288.105	--undefined--
93.565156	5	346.404	992.129	2647.349	2816.584	4329.121
93.570156	5	312.547	1020.872	2804.339	3332.955	4395.032
93.575156	4	313.476	1007.503	2806.300	3774.495	--undefined--
93.580156	4	317.219	1052.680	2837.396	3648.083	--undefined--
93.585156	4	313.986	1102.731	2841.994	3756.893	--undefined--
93.590156	4	306.189	1144.542	2856.620	3811.931	--undefined--
93.595156	4	314.591	1162.433	2856.107	3782.383	--undefined--
93.600156	4	329.541	1139.985	2846.083	3773.944	--undefined--
93.605156	4	325.945	1086.169	2820.939	3897.974	--undefined--
93.610156	4	298.422	1083.687	2820.190	3947.845	--undefined--
93.615156	5	300.964	1236.777	2818.235	3068.110	4380.990
93.620156	4	436.379	1595.707	2815.341	4211.283	--undefined--
93.625156	4	519.942	1447.793	2789.925	4093.011	--undefined--
93.630156	4	520.498	850.031	2768.905	4111.625	--undefined--
93.635156	5	516.194	908.742	2747.314	3555.027	4147.782
93.640156	5	545.415	931.207	2687.975	3512.508	4139.106
93.645156	5	570.434	950.375	2694.261	3784.053	4114.998
93.650156	4	596.794	974.015	2715.915	3926.024	--undefined--
93.655156	4	608.623	1024.673	2736.275	3899.094	--undefined--
93.660156	4	614.322	1070.780	2742.810	3858.744	--undefined--
93.665156	4	626.052	1114.846	2661.867	3770.788	--undefined--
93.670156	4	638.959	1168.876	2627.041	3727.069	--undefined--
93.675156	4	650.972	1236.430	2644.025	3888.192	--undefined--
93.680156	4	643.678	1258.605	2699.816	4088.668	--undefined--
93.685156	5	646.675	1288.179	2696.342	3661.314	4178.204
93.690156	4	674.301	1384.391	2681.023	4195.306	--undefined--
93.695156	4	680.387	1434.395	2729.259	4198.363	--undefined--
93.700156	4	587.364	1454.462	2806.821	4231.705	--undefined--
93.705156	5	413.285	1454.968	2758.874	3665.843	4272.749
93.710156	5	422.315	1616.839	2307.288	3671.430	4179.584
93.715156	4	437.805	1668.734	2536.617	4080.866	--undefined--
93.720156	4	453.424	1623.093	2810.146	4086.656	--undefined--
93.725156	4	474.487	1603.580	2996.343	4224.571	--undefined--
93.730156	4	482.013	1588.230	3047.320	4285.869	--undefined--
93.735156	5	464.942	1568.586	2159.873	3178.248	4271.362
93.740156	5	423.999	1553.853	2681.288	3149.691	4480.461
93.745156	5	357.473	1571.646	2419.315	3111.185	4847.264
93.750156	4	329.409	1568.159	2350.219	3087.683	--undefined--
93.755156	4	318.243	1558.316	2482.643	3131.063	--undefined--
93.760156	4	318.908	1537.182	2946.967	3701.839	--undefined--
93.765156	4	322.985	1512.437	1907.629	2932.077	--undefined--
93.770156	4	321.403	1462.627	2143.841	2910.016	--undefined--
93.775156	4	315.030	1434.164	2908.725	4767.983	--undefined--
93.780156	4	309.641	1434.530	2919.047	4767.184	--undefined--
93.785156	4	307.957	1424.949	2917.079	4120.279	--undefined--
93.790156	4	297.479	1380.379	2846.745	3800.471	--undefined--
93.795156	4	290.941	1403.012	2832.251	3854.197	--undefined--
93.800156	4	292.875	1473.510	2931.647	4037.738	--undefined--
93.805156	5	291.394	1385.343	2485.686	2958.146	4743.291
93.810156	4	291.083	1379.246	2793.735	3191.189	--undefined--
93.815156	4	291.374	1335.835	2563.518	3894.487	--undefined--
93.820156	5	291.988	1314.888	2591.803	3516.400	4339.493
93.825156	5	289.137	1294.856	2644.994	3077.297	4320.164
93.830156	5	284.438	1260.486	2629.439	3018.439	4282.870
93.835156	5	281.382	1220.476	2590.860	2977.624	4232.137
93.840156	5	278.595	1291.146	2713.410	3402.991	4265.180
93.845156	4	278.349	1290.933	2831.800	4245.486	--undefined--
93.850156	4	282.970	1214.556	2849.059	4150.192	--undefined--
93.855156	4	279.005	1190.893	2832.331	4199.045	--undefined--
93.860156	4	283.758	1196.571	2811.605	4390.181	--undefined--
93.865156	5	342.384	1130.846	2788.843	3650.922	4411.623
93.870156	5	376.248	1077.985	2621.383	3072.088	4441.461
93.875156	5	462.161	1074.967	2840.422	3166.706	4368.009
93.880156	5	545.013	1104.025	2732.713	3616.800	4332.285
93.885156	5	582.262	1138.274	2668.391	3462.812	4281.022
93.890156	5	616.227	1173.581	2649.842	3409.314	4225.999
93.895156	5	643.001	1220.458	2659.363	3930.027	4193.180
93.900156	4	654.450	1275.555	2675.871	4181.288	--undefined--
93.905156	5	657.729	1277.836	2665.244	3865.825	4174.706
93.910156	5	659.504	1285.585	2659.438	3929.025	4134.166
93.915156	5	655.632	1293.718	2652.853	4109.676	4236.631
93.920156	4	643.002	1306.217	2652.753	4076.497	--undefined--
93.925156	4	623.573	1325.487	2668.395	4044.220	--undefined--
93.930156	4	560.453	1325.814	2673.805	4021.063	--undefined--
93.935156	4	411.660	1294.777	2636.817	3751.430	--undefined--
93.940156	4	361.868	1298.050	2618.064	3659.213	--undefined--
93.945156	4	365.589	1271.468	2671.504	3927.116	--undefined--
93.950156	4	364.562	1256.000	2693.026	3980.415	--undefined--
93.955156	4	364.974	1253.955	2669.605	3918.235	--undefined--
93.960156	4	365.181	1256.976	2626.746	3921.460	--undefined--
93.965156	4	365.270	1269.668	2606.685	3902.270	--undefined--
93.970156	4	370.096	1255.845	2600.163	3841.513	--undefined--
93.975156	4	377.051	1238.250	2598.578	3837.808	--undefined--
93.980156	4	375.532	1240.906	2603.462	3835.299	--undefined--
93.985156	4	382.852	1239.588	2611.817	3854.227	--undefined--
93.990156	4	394.903	1231.342	2626.512	3869.278	--undefined--
93.995156	4	421.825	1217.444	2650.251	3842.128	--undefined--
94.000156	5	489.973	1206.049	2685.729	3848.764	4742.290
94.005156	4	561.769	1208.122	2690.120	3936.622	--undefined--
94.010156	4	599.593	1200.102	2679.817	3939.111	--undefined--
94.015156	4	615.420	1182.957	2650.609	3896.259	--undefined--
94.020156	4	635.528	1173.091	2620.702	3844.203	--undefined--
94.025156	5	652.003	1155.066	2599.313	3804.711	4622.835
94.030156	5	666.728	1146.854	2579.627	3778.786	4657.047
94.035156	4	674.886	1137.257	2555.323	3642.794	--undefined--
94.040156	4	678.653	1127.856	2560.311	3642.129	--undefined--
94.045156	4	683.576	1122.418	2570.259	3649.250	--undefined--
94.050156	4	691.123	1105.243	2567.591	3617.113	--undefined--
94.055156	4	702.551	1097.551	2563.412	3627.616	--undefined--
94.060156	4	718.401	1103.974	2579.687	3674.871	--undefined--
94.065156	4	724.693	1118.416	2606.756	3709.833	--undefined--
94.070156	4	724.178	1125.081	2611.785	3829.177	--undefined--
94.075156	4	743.589	1134.623	2608.975	3935.252	--undefined--
94.080156	4	767.504	1172.289	2600.811	3909.315	--undefined--
94.085156	4	773.683	1175.499	2615.400	3853.813	--undefined--
94.090156	4	786.066	1161.865	2618.825	3855.780	--undefined--
94.095156	4	753.545	1154.194	2605.274	3947.847	--undefined--
94.100156	4	705.364	1150.377	2607.515	3998.957	--undefined--
94.105156	4	726.779	1175.687	2616.130	3904.576	--undefined--
94.110156	4	776.271	1192.575	2626.723	3856.730	--undefined--
94.115156	4	739.174	1197.520	2624.816	3827.429	--undefined--
94.120156	4	706.300	1198.161	2612.222	3831.973	--undefined--
94.125156	4	717.717	1214.097	2590.586	3883.293	--undefined--
94.130156	4	705.605	1235.103	2583.013	3920.734	--undefined--
94.135156	4	730.596	1256.219	2593.722	3883.751	--undefined--
94.140156	4	783.446	1275.539	2597.121	3884.290	--undefined--
94.145156	4	761.682	1284.887	2596.308	3987.903	--undefined--
94.150156	4	720.739	1281.696	2584.087	3950.276	--undefined--
94.155156	4	520.378	1250.042	2440.654	3774.923	--undefined--
94.160156	5	372.743	1603.748	2099.700	3456.261	4743.259
94.165156	5	358.793	1847.247	2808.153	3170.738	4754.010
94.170156	5	362.530	1833.726	2827.068	3116.360	4716.883
94.175156	5	371.039	1842.071	2841.380	3095.292	4579.767
94.180156	5	376.299	1836.036	2938.134	3187.046	4712.485
94.185156	5	379.879	1822.061	2750.206	3369.259	4865.081
94.190156	4	383.838	1824.292	2782.771	3411.230	--undefined--
94.195156	4	386.881	1825.430	2798.193	3464.512	--undefined--
94.200156	4	391.265	1821.672	2821.991	3542.768	--undefined--
94.205156	4	396.689	1817.497	2844.234	3569.674	--undefined--
94.210156	4	402.052	1817.490	2856.998	3611.304	--undefined--
94.215156	4	407.801	1816.164	2849.584	3623.616	--undefined--
94.220156	4	413.314	1816.819	2784.550	3564.758	--undefined--
94.225156	4	418.823	1813.056	2736.196	3498.949	--undefined--
94.230156	4	423.973	1797.197	2692.920	3467.072	--undefined--
94.235156	4	430.240	1765.882	2718.536	3442.991	--undefined--
94.240156	5	439.445	1725.638	2694.650	3336.756	4653.744
94.245156	5	455.788	1710.523	2753.744	3314.386	4486.961
94.250156	5	474.667	1702.966	2806.536	3323.761	4340.221
94.255156	4	496.430	1667.072	2819.018	3635.954	--undefined--
94.260156	4	512.005	1643.339	2813.425	3570.342	--undefined--
94.265156	4	527.805	1630.576	2806.517	3608.997	--undefined--
94.270156	4	540.025	1611.774	2836.545	3726.323	--undefined--
94.275156	5	547.287	1593.934	2805.849	3362.472	4621.787
94.280156	5	554.832	1578.938	2760.112	3478.068	4717.430
94.285156	5	563.576	1572.553	2743.350	4082.390	4555.718
94.290156	4	569.474	1573.331	2742.339	4200.570	--undefined--
94.295156	4	571.198	1569.290	2759.281	4248.436	--undefined--
94.300156	4	567.555	1560.760	2780.293	4344.231	--undefined--
94.305156	4	562.501	1583.423	2776.892	4179.476	--undefined--
94.310156	4	555.743	1589.920	2787.582	4129.731	--undefined--
94.315156	4	548.563	1588.688	2800.559	4119.311	--undefined--
94.320156	4	535.571	1576.806	2798.958	4086.354	--undefined--
94.325156	4	514.846	1564.829	2820.647	4101.261	--undefined--
94.330156	5	481.464	1564.650	2892.855	3383.231	4144.046
94.335156	4	457.994	1569.983	2879.275	4118.755	--undefined--
94.340156	4	435.895	1544.017	2853.890	3910.690	--undefined--
94.345156	4	419.580	1535.506	2831.695	3793.382	--undefined--
94.350156	4	388.199	1561.615	2809.559	3795.738	--undefined--
94.355156	4	357.339	1597.647	2812.279	3839.715	--undefined--
94.360156	4	356.111	1601.113	2853.305	3863.529	--undefined--
94.365156	5	366.663	1607.781	2837.140	3673.728	4899.367
94.370156	5	397.664	1559.386	2660.978	3650.069	4757.467
94.375156	4	492.551	1424.054	2710.939	3930.623	--undefined--
94.380156	4	518.789	1431.205	2751.941	4195.431	--undefined--
94.385156	4	535.000	1422.289	2744.793	4185.408	--undefined--
94.390156	4	543.705	1439.891	2763.326	4261.343	--undefined--
94.395156	4	551.431	1452.320	2772.168	4274.918	--undefined--
94.400156	4	550.383	1438.120	2771.803	4241.865	--undefined--
94.405156	5	551.072	1431.744	2765.779	3957.507	4292.298
94.410156	5	560.828	1441.121	2768.043	3297.328	4403.923
94.415156	5	566.699	1458.217	2784.187	3044.763	4520.113
94.420156	5	564.557	1471.316	2801.158	3159.649	4462.413
94.425156	5	553.781	1480.620	2821.312	3281.348	4453.948
94.430156	5	536.884	1484.688	2828.018	3573.152	4473.859
94.435156	5	510.003	1489.188	2810.858	3915.562	4806.099
94.440156	4	453.117	1475.936	2795.035	3850.379	--undefined--
94.445156	4	348.685	1442.516	2788.704	3817.012	--undefined--
94.450156	4	320.842	1470.137	2793.002	3870.792	--undefined--
94.455156	4	317.624	1491.923	2781.319	3869.043	--undefined--
94.460156	4	312.801	1492.336	2756.643	3875.514	--undefined--
94.465156	4	312.544	1536.339	2772.987	3902.307	--undefined--
94.470156	4	322.277	1543.125	2800.209	3897.712	--undefined--
94.475156	4	321.199	1499.272	2827.174	3908.475	--undefined--
94.480156	4	313.656	1503.381	2860.689	3914.692	--undefined--
94.485156	4	311.225	1507.569	2884.313	3902.249	--undefined--
94.490156	4	310.918	1464.493	2829.753	3874.272	--undefined--
94.495156	4	312.068	1388.669	2729.477	3856.862	--undefined--
94.500156	4	314.125	1246.000	2699.009	3314.318	--undefined--
94.505156	5	315.885	1190.458	2634.375	3102.415	4900.309
94.510156	5	318.646	1179.223	2591.841	3040.347	4829.830
94.515156	5	319.604	1168.306	2649.955	3122.852	4834.347
94.520156	5	321.240	1139.314	2639.112	3225.613	4855.244
94.525156	5	321.126	1118.525	2624.988	3278.308	4869.314
94.530156	5	319.481	1115.294	2611.732	3200.724	4897.897
94.535156	5	317.334	1121.715	2581.555	3200.124	4872.464
94.540156	5	315.530	1121.579	2563.016	3241.695	4823.138
94.545156	5	313.110	1154.164	2554.776	3283.342	4772.260
94.550156	5	309.553	1195.631	2573.730	2993.033	4736.310
94.555156	5	305.958	1257.817	2344.789	3027.580	4758.582
94.560156	5	301.982	1328.460	2262.272	3053.181	4829.562
94.565156	4	297.898	1312.101	2185.176	3053.858	--undefined--
94.570156	5	293.667	1246.340	2069.259	3067.827	4943.866
94.575156	4	290.737	1186.685	2035.712	3109.044	--undefined--
94.580156	5	289.577	1173.287	2009.545	3133.363	4862.251
94.585156	5	287.800	1189.068	1990.679	3159.325	4845.819
94.590156	5	288.447	1237.395	1989.702	3151.203	4871.735
94.595156	5	288.368	1514.854	1968.838	3154.222	4837.368
94.600156	5	306.482	1665.090	2054.204	3157.393	4726.558
94.605156	5	331.819	1711.658	2065.656	3171.488	4732.024
94.610156	5	376.856	1769.775	2077.492	3161.946	4741.687
94.615156	5	379.213	1786.118	2182.515	3140.477	4804.738
94.620156	5	371.320	1803.033	2226.546	3140.438	4824.577
94.625156	5	397.537	1806.494	2287.536	3143.218	4877.102
94.630156	5	387.114	1793.372	2318.826	3123.773	4914.661
94.635156	4	364.321	1763.338	2313.150	3117.344	--undefined--
94.640156	4	360.824	1744.490	2379.128	3145.918	--undefined--
94.645156	4	349.099	1687.541	2436.102	3176.542	--undefined--
94.650156	5	330.451	1608.056	2391.213	3183.091	4835.205
94.655156	5	309.708	1600.822	2332.131	3192.003	4787.881
94.660156	5	280.776	1601.408	2273.964	3085.102	4783.343
94.665156	5	295.051	1608.451	2092.931	2954.193	4796.401
94.670156	5	298.153	1637.412	1952.227	2954.001	4797.489
